Reservoir,Site,DateTime,StartDepth_m,EndDepth_m,CollectionMethod,DayorNight,Taxon,Density_IndPerL,MeanLength_mm,MeanWeight_ug,Biomass_ugL
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Finilia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Keratella,76,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Lecane,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Leptodora,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Nauplii,32,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Polyarthra,23,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Total Rotifers,115,NA,NA,NA
CCR,50,2016-05-28 12:00:00,3.0,3.0,Schindler,Day,Trichocerca,1,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Ascomorpha,20,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Asplanchna,4,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Bipalpus,5,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Bosmina,5.67,0.22,0.34,1.95
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Ceriodaphnia,5.67,0.24,0.07,0.37
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Chydorus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Conochilus,4,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Cyclopoids,2.33,0.38,0.41,0.97
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,D. catawba,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Diaptomus,0.33,0.34,0.2,0.07
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Finilia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Keratella,59,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Lecane,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Leptodora,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Nauplii,41,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Polyarthra,41,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Total Rotifers,135,NA,NA,NA
CCR,50,2016-05-28 12:00:00,4.0,4.0,Schindler,Day,Trichocerca,2,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Ascomorpha,24,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Asplanchna,10,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Bipalpus,1,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Bosmina,13,0.22,0.33,4.29
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Ceriodaphnia,2.33,0.25,0.07,0.15
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Chydorus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Conochilus,3,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Cyclopoids,2.67,0.36,0.38,1.01
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,D. catawba,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Diaptomus,4,0.51,0.66,2.63
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Finilia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Keratella,55,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Lecane,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Leptodora,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Nauplii,35,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Polyarthra,54,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Total Rotifers,149,NA,NA,NA
CCR,50,2016-05-28 12:00:00,5.0,5.0,Schindler,Day,Trichocerca,2,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Ascomorpha,38,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Asplanchna,5,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Bipalpus,3,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Bosmina,30.67,0.24,0.43,13.09
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Ceriodaphnia,3.33,0.3,0.15,0.5
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Chydorus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Conochilus,11,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Cyclopoids,8.33,0.4,0.54,4.54
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,D. catawba,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Diaphanosoma,0.33,0.56,0.65,0.22
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Diaptomus,0.67,0.44,0.41,0.27
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Finilia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Keratella,80,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Lecane,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Leptodora,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Nauplii,27,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Polyarthra,63,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Total Rotifers,201,NA,NA,NA
CCR,50,2016-05-28 12:00:00,6.0,6.0,Schindler,Day,Trichocerca,1,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Ascomorpha,27,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Asplanchna,8,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Bipalpus,2,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Bosmina,98,0.23,0.36,35.69
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Ceriodaphnia,1.67,0.35,0.19,0.32
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Chydorus,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Conochilus,6,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Cyclopoids,14,0.41,0.54,7.54
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,D. catawba,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Diaptomus,9,0.56,0.8,7.21
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Finilia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Keratella,64,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Lecane,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Leptodora,0,NA,NA,0
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Nauplii,39,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Polyarthra,47,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Total Rotifers,158,NA,NA,NA
CCR,50,2016-05-28 12:00:00,7.0,7.0,Schindler,Day,Trichocerca,4,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Ascomorpha,1.01,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Asplanchna,1.01,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Bosmina,33.85,0.22,0.36,12.18
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Ceriodaphnia,3.54,0.3,0.3,1.06
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Conochilus,30.32,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Cyclopoids,3.03,0.34,0.32,0.96
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Diaptomus,1.26,0.43,0.4,0.5
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Kellicottia,1.01,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Keratella,25.26,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Leptodora,0,6.52,63.09,0.13
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Nauplii,14.15,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Polyarthra,47.49,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Total Rotifers,106.1,NA,NA,NA
CCR,50,2016-06-11 08:25:00,7.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Ascomorpha,0.67,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Asplanchna,1.68,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Bosmina,26.48,0.21,0.29,7.69
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Ceriodaphnia,2.16,0.3,0.23,0.5
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Chaoborus,0,4.34,13.05,0.01
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Chydorus,0.07,0.34,1.79,0.12
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Conochilus,11.79,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Cyclopoids,3.91,0.63,2.42,9.44
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Diaptomus,1.21,0.61,1.16,1.4
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Finilia,7.41,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Kellicottia,0.34,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Keratella,23.92,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Leptodora,0,6.21,38.87,0.03
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Nauplii,4.72,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Polyarthra,15.83,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Total Rotifers,61.64,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Ascomorpha,0.51,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Asplanchna,2.02,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Bosmina,22.79,0.19,0.22,5.04
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Ceriodaphnia,1.47,0.29,0.16,0.24
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Chaoborus,0,4.34,13.05,0.01
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Chydorus,0.1,0.34,1.79,0.18
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Conochilus,2.53,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Cyclopoids,4.35,0.92,4.52,19.62
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,D. catawba,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Diaptomus,1.19,0.78,1.92,2.28
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Finilia,11.12,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Keratella,23.24,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Lecane,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Leptodora,0,NA,NA,0
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Nauplii,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Polyarthra,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Total Rotifers,39.41,NA,NA,NA
CCR,50,2016-06-11 08:25:00,21.0,7.0,Tow,Day,Trichocerca,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Ascomorpha,2.02,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Bosmina,34.86,0.22,0.35,12.3
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Ceriodaphnia,23.24,0.27,0.19,4.34
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Conochilus,2.02,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Cyclopoids,7.07,0.44,0.84,5.91
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Diaphanosoma,0.51,0.55,0.6,0.31
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Diaptomus,1.01,0.56,0.97,0.98
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Keratella,8.08,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Nauplii,11.12,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Polyarthra,3.03,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Total Rotifers,20.21,NA,NA,NA
CCR,50,2016-06-29 10:25:00,7.0,0.0,Tow,Day,Trichocerca,5.05,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Ascomorpha,0.67,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Bosmina,16.17,0.25,0.49,7.88
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Ceriodaphnia,7.75,0.36,0.56,4.36
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Conochilus,0.67,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Cyclopoids,7.41,0.57,1.86,13.8
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Diaphanosoma,0.34,0.34,0.13,0.04
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Diaptomus,1.68,0.63,1.13,1.91
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Keratella,2.69,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Nauplii,16.5,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Polyarthra,1.01,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Total Rotifers,8.76,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,0.0,Tow,Day,Trichocerca,3.71,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Ascomorpha,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Asplanchna,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Bosmina,6.82,0.29,0.62,4.25
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Chydorus,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Conochilus,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Cyclopoids,7.58,0.7,2.89,21.9
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,D. ambigua,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,D. catawba,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Diaphanosoma,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Diaptomus,2.02,0.7,1.29,2.62
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Finilia,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Kellicottia,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Keratella,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Lecane,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Leptodora,0,NA,NA,0
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Monostyla,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Nauplii,19.2,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Polyarthra,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Synchaeta,0,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Total Rotifers,3.03,NA,NA,NA
CCR,50,2016-06-29 10:25:00,21.0,7.0,Tow,Day,Trichocerca,3.03,NA,NA,NA
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Bosmina,3.03,0.21,0.31,0.94
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Ceriodaphnia,4.91,0.3,0.27,1.31
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,Cyclopoids,0.79,0.33,0.29,0.23
CCR,50,2016-07-15 10:20:00,7.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
